GH105	Bin.160
GH105	Bin.213
GH106	Bin.160
GH106	Bin.213
GH109	Bin.160
GH10	Bin.213
GH127	Bin.160
GH146	Bin.160
GH16	Bin.160
GH16	Bin.213
GH16	Bin.72
GH20	Bin.160
GH20	Bin.72
GH23	Bin.213
GH26	Bin.160
GH28	Bin.160
GH28	Bin.213
GH29	Bin.160
GH29	Bin.213
GH29	Bin.72
GH2	Bin.160
GH2	Bin.213
GH31	Bin.160
GH31	Bin.213
GH33	Bin.160
GH3	Bin.160
GH3	Bin.213
GH3	Bin.72
GH43_10	Bin.213
GH43_24	Bin.213
GH43_29	Bin.213
GH43_3	Bin.160
GH43_7	Bin.213
GH43	Bin.160
GH51	Bin.213
GH5_25	Bin.160
GH5_2	Bin.160
GH5_2	Bin.213
GH73	Bin.213
GH78	Bin.160
GH78	Bin.213
GH88	Bin.160
GH88	Bin.213
GH8	Bin.213
GH92	Bin.72
GH95	Bin.160
GH95	Bin.213
GH95	Bin.72
GH97	Bin.160
GH97	Bin.213
GH97	Bin.72
GH9	Bin.160
